n=20000
m=40000
from,to,cost
2162,13942,4
13942,1098,2
1098,2887,2
2887,13375,1
13375,1235,4
1235,19717,1
19717,6890,5
6890,256,4
256,19135,1
19135,10794,1
10794,19628,1
19628,1132,3
1132,4812,2
4812,9814,4
9814,11631,2
11631,11086,4
11086,18154,4
18154,10496,2
10496,11140,3
11140,13744,4
13744,14618,5
14618,11029,5
11029,5443,1
5443,16457,5
16457,12282,1
12282,9878,1
9878,16304,2
16304,15645,1
15645,15691,3
15691,2846,1
2846,8421,1
8421,9189,3
9189,5678,3
5678,9224,3
9224,5025,1
5025,7140,4
7140,19937,2
19937,560,1
560,17842,1
17842,15343,3
15343,3485,1
3485,7692,1
7692,19271,3
19271,797,1
797,7392,3
7392,6631,3
6631,10602,2
10602,9162,2
9162,8581,4
8581,9697,3
9697,7430,1
7430,7207,1
7207,7691,5
7691,5109,5
5109,649,1
649,11278,1
11278,8654,5
8654,1376,1
1376,2593,2
2593,6985,4
6985,12985,1
12985,8395,5
8395,7784,1
7784,3028,4
3028,5799,4
5799,16612,2
16612,6384,4
6384,7832,1
7832,14329,3
14329,13810,5
13810,17823,2
17823,2837,2
2837,18085,4
18085,8489,4
8489,1742,3
1742,15896,1
15896,4580,2
4580,692,1
692,18288,1
18288,3421,1
3421,12314,1
12314,10694,3
10694,19549,2
19549,9853,1
9853,14612,4
14612,3005,1
3005,12036,1
12036,11106,3
11106,19922,3
19922,18879,1
18879,17852,2
17852,14153,1
14153,16453,1
16453,9673,4
9673,11093,3
11093,7075,3
7075,13928,4
13928,18014,1
18014,10785,5
10785,12011,5
12011,7642,3
7642,9133,5
9133,2985,5
2985,7998,2
7998,15709,1
15709,10745,3
10745,14498,4
14498,8384,2
8384,14061,2
14061,11035,2
11035,14616,5
14616,14290,1
14290,17592,5
17592,14048,1
14048,13724,4
13724,8774,2
8774,13891,1
13891,5299,1
5299,14055,1
14055,6363,1
6363,8122,3
8122,5068,5
5068,15743,3
15743,5878,1
5878,2277,2
2277,562,1
562,18111,4
18111,14887,3
14887,14828,1
14828,15455,1
15455,9520,3
9520,11923,2
11923,15879,4
15879,909,4
909,12772,2
12772,16349,1
16349,6924,1
6924,19460,1
19460,4974,1
4974,12317,1
12317,3744,5
3744,9874,3
9874,3820,4
3820,16919,1
16919,15373,3
15373,8669,1
8669,13142,4
13142,9845,2
9845,14375,3
14375,5683,2
5683,18564,1
18564,11022,1
11022,13423,2
13423,3960,4
3960,9143,2
9143,6008,1
6008,8151,4
8151,9801,4
9801,1249,2
1249,9294,3
9294,18394,3
18394,11806,1
11806,8808,1
8808,5565,1
5565,2139,1
2139,3261,1
3261,13798,1
13798,18757,4
18757,841,1
841,985,4
985,1781,4
1781,14849,1
14849,13160,1
13160,8943,3
8943,8592,4
8592,6437,1
6437,2823,3
2823,8266,1
8266,16690,2
16690,5531,2
5531,10380,1
10380,18738,1
18738,5072,2
5072,9339,4
9339,2242,1
2242,12859,5
12859,18840,5
18840,15681,4
15681,14025,3
14025,18869,2
18869,16487,3
16487,4963,1
4963,6644,4
6644,1969,5
1969,5310,2
5310,15963,2
15963,4904,1
4904,3753,1
3753,16688,2
16688,13889,4
13889,11470,2
11470,529,4
529,7347,2
7347,5768,4
5768,6950,3
6950,12855,2
12855,12541,4
12541,14859,4
14859,6461,1
6461,13608,4
13608,7345,2
7345,10684,5
10684,3344,1
3344,17382,1
17382,19964,1
19964,12271,1
12271,7611,1
7611,15965,5
15965,467,2
467,4705,2
4705,17230,1
17230,17264,1
17264,19499,3
19499,19872,5
19872,1610,3
1610,11959,1
11959,16145,2
16145,589,5
589,475,4
475,13567,2
13567,291,3
291,9114,5
9114,18183,1
18183,2983,2
2983,15753,4
15753,370,1
370,11609,3
11609,9233,3
9233,10819,4
10819,983,4
983,2157,3
2157,764,2
764,18027,1
18027,7790,1
7790,17152,1
17152,16911,5
16911,14042,2
14042,16856,1
16856,9631,1
9631,10670,5
10670,18134,2
18134,17321,4
17321,18771,4
18771,6319,2
6319,16047,1
16047,5931,3
5931,15904,5
15904,19144,4
19144,8554,1
8554,12169,3
12169,17234,1
17234,17998,1
17998,6702,1
6702,11295,1
11295,16322,4
16322,1198,2
1198,6834,1
6834,1100,5
1100,4115,1
4115,6901,1
6901,14875,2
14875,9149,1
9149,583,4
583,16576,4
16576,16871,4
16871,17681,2
17681,14728,5
14728,651,5
651,11749,5
11749,3788,1
3788,12514,3
12514,15091,4
15091,3617,5
3617,10946,1
10946,10381,4
10381,9203,3
9203,3860,2
3860,19720,1
19720,14303,5
14303,3772,4
3772,15278,2
15278,12952,1
12952,5277,1
5277,16887,1
16887,8008,5
8008,16882,1
16882,3375,1
3375,8854,3
8854,7454,2
7454,3423,1
3423,9094,5
9094,19684,1
19684,3815,4
3815,10769,2
10769,674,1
674,5034,1
5034,4505,3
4505,6153,2
6153,4447,3
4447,14700,1
14700,458,3
458,218,2
218,2554,5
2554,15223,4
15223,4278,3
4278,17550,1
17550,14661,3
14661,11188,4
11188,2054,4
2054,15884,5
15884,19818,4
19818,138,4
138,12471,5
12471,246,1
246,18602,1
18602,1037,5
1037,4614,4
4614,10132,4
10132,17055,2
17055,17710,1
17710,13299,1
13299,14756,4
14756,15117,1
15117,6059,5
6059,14177,2
14177,1630,1
1630,18584,5
18584,12160,1
12160,9737,5
9737,8830,4
8830,6458,3
6458,891,2
891,4085,1
4085,13536,1
13536,9285,4
9285,15599,2
15599,16546,1
16546,14206,1
14206,15432,1
15432,2815,3
2815,10219,4
10219,12746,1
12746,2834,3
2834,11719,5
11719,7614,4
7614,19913,3
19913,400,1
400,1139,1
1139,18043,4
18043,1989,1
1989,10788,3
10788,14744,5
14744,3539,2
3539,19605,4
19605,13199,4
13199,11440,2
11440,14678,1
14678,5450,1
5450,17184,1
17184,4719,1
4719,9320,1
9320,15134,1
15134,3601,1
3601,12107,2
12107,10264,4
10264,10470,2
10470,7374,5
7374,11248,2
11248,10230,1
10230,8796,4
8796,14632,5
14632,15208,1
15208,18395,4
18395,4562,1
4562,5508,1
5508,5672,1
5672,10886,1
10886,11202,4
11202,16359,4
16359,17824,4
17824,6821,5
6821,12764,1
12764,8609,1
8609,19904,3
19904,10838,1
10838,4509,3
4509,3895,2
3895,3069,3
3069,5551,3
5551,17630,4
17630,15980,4
15980,2841,4
2841,6085,4
6085,697,3
697,13837,4
13837,9950,1
9950,10511,2
10511,17533,4
17533,8066,4
8066,261,3
261,3398,4
3398,15583,1
15583,5475,4
5475,10502,2
10502,2567,1
2567,13320,2
13320,1487,4
1487,19691,1
19691,16664,1
16664,17945,1
17945,16668,2
16668,10277,2
10277,12486,5
12486,19052,1
19052,15058,2
15058,9978,5
9978,5875,4
5875,7289,1
7289,2461,1
2461,1140,5
1140,18020,1
18020,3025,4
3025,6298,1
6298,5120,5
5120,12210,3
12210,4868,4
4868,16230,1
16230,12155,3
12155,12593,5
12593,10006,3
10006,13493,2
13493,14772,4
14772,19198,1
19198,11422,3
11422,16172,4
16172,2980,4
2980,9719,3
9719,19514,2
19514,16725,2
16725,17419,5
17419,8075,1
8075,12299,1
12299,6417,4
6417,18196,2
18196,4092,5
4092,13259,1
13259,18542,2
18542,3289,2
3289,12519,5
12519,5405,5
5405,3196,3
3196,4863,1
4863,16687,4
16687,16784,1
16784,16254,1
16254,11048,3
11048,12078,4
12078,2638,3
2638,13690,3
13690,14040,1
14040,9767,2
9767,16108,2
16108,9080,4
9080,756,3
756,11563,5
11563,9029,2
9029,18420,4
18420,1687,4
1687,8532,1
8532,3252,1
3252,5964,1
5964,2501,1
2501,3128,4
3128,9942,2
9942,12478,5
12478,9938,1
9938,15128,3
15128,4189,4
4189,16724,1
16724,14766,2
14766,10871,1
10871,1042,5
1042,16716,3
16716,9256,2
9256,4289,3
4289,15812,2
15812,8272,1
8272,10346,5
10346,4960,3
4960,13126,4
13126,7697,5
7697,10362,4
10362,1000,1
1000,708,3
708,5677,1
5677,11602,1
11602,16595,1
16595,1794,1
1794,11172,1
11172,18755,5
18755,5645,1
5645,1765,2
1765,5698,4
5698,15060,5
15060,19127,3
19127,19221,1
19221,243,4
243,2959,1
2959,7965,1
7965,8516,1
8516,5196,5
5196,146,1
146,8920,1
8920,7864,4
7864,3993,3
3993,11186,4
11186,3653,1
3653,16427,5
16427,3843,1
3843,12095,5
12095,2659,4
2659,6190,1
6190,12277,5
12277,1768,2
1768,33,1
33,14068,3
14068,4867,5
4867,3402,5
3402,19321,1
19321,6633,4
6633,16440,4
16440,2293,5
2293,9616,3
9616,11732,1
11732,3842,1
3842,13475,1
13475,17707,5
17707,9594,2
9594,17066,4
17066,13319,1
13319,3083,1
3083,4219,2
4219,9442,1
9442,13607,3
13607,13795,1
13795,2083,5
2083,10049,4
10049,3042,2
3042,17900,3
17900,5873,5
5873,11151,4
11151,7409,5
7409,16525,4
16525,2470,1
2470,11613,2
11613,14911,5
14911,15392,5
15392,14808,5
14808,14397,5
14397,16124,1
16124,763,3
763,15593,1
15593,2398,1
2398,12167,3
12167,16375,2
16375,13302,4
13302,381,3
381,10557,5
10557,13093,3
13093,1606,1
1606,4227,3
4227,4694,3
4694,16623,1
16623,18949,4
18949,12967,1
12967,18108,2
18108,2908,4
2908,15571,5
15571,6235,3
6235,3081,5
3081,15549,2
15549,556,1
556,19656,5
19656,14741,4
14741,6072,2
6072,16828,3
16828,9209,4
9209,13492,1
13492,13410,1
13410,5702,5
5702,13023,1
13023,19323,1
19323,18172,4
18172,14288,1
14288,16117,1
16117,2368,4
2368,8876,1
8876,13983,1
13983,18458,4
18458,9493,5
9493,19488,4
19488,17058,5
17058,10771,1
10771,3541,3
3541,19306,1
19306,15415,1
15415,18852,4
18852,4910,2
4910,11583,3
11583,1627,5
1627,19317,1
19317,4397,3
4397,9134,5
9134,10484,5
10484,2625,1
2625,12097,3
12097,2423,3
2423,16079,1
16079,11594,2
11594,5066,5
5066,12784,4
12784,8591,4
8591,9712,1
9712,6460,1
6460,3075,1
3075,16091,1
16091,12534,1
12534,10205,1
10205,15444,2
15444,7762,4
7762,18469,3
18469,19846,1
19846,4023,2
4023,6196,3
6196,3590,1
3590,4962,1
4962,12463,1
12463,5354,1
5354,4528,4
4528,14795,1
14795,38,4
38,2509,4
2509,11975,5
11975,7619,4
7619,821,2
821,9756,3
9756,15535,2
15535,9840,1
9840,11171,1
11171,1273,1
1273,6814,5
6814,11414,1
11414,13294,1
13294,17659,2
17659,17087,3
17087,7020,3
7020,15334,1
15334,8445,5
8445,5451,1
5451,9399,4
9399,12962,1
12962,9976,2
9976,9175,1
9175,1220,4
1220,6343,3
6343,2038,2
2038,15721,4
15721,1272,3
1272,15792,2
15792,15390,1
15390,13959,1
13959,3865,3
3865,13558,1
13558,9628,2
9628,2112,5
2112,7129,1
7129,451,4
451,1821,1
1821,4216,1
4216,7910,3
7910,18482,4
18482,5061,4
5061,19982,5
19982,13768,3
13768,8656,2
8656,4813,3
4813,16562,4
16562,16745,4
16745,4529,3
4529,3628,2
3628,5256,5
5256,9828,1
9828,2442,1
2442,11297,1
11297,9586,3
9586,12864,1
12864,1887,4
1887,4356,5
4356,15382,1
15382,2754,1
2754,13221,3
13221,7572,1
7572,7743,1
7743,3427,1
3427,850,4
850,14836,4
14836,14513,2
14513,14894,2
14894,15898,5
15898,6443,5
6443,15206,5
15206,6375,3
6375,3658,2
3658,12234,5
12234,4741,1
4741,11899,2
11899,4936,1
4936,12370,4
12370,29,1
29,6250,1
6250,19011,1
19011,10461,3
10461,12994,4
12994,19183,1
19183,5401,3
5401,17560,2
17560,9551,5
9551,788,1
788,16504,1
16504,2382,1
2382,14399,2
14399,73,1
73,16330,1
16330,10693,5
10693,15407,1
15407,17758,1
17758,7943,4
7943,10283,1
10283,13976,1
13976,8117,1
8117,3189,3
3189,3255,5
3255,14045,3
14045,7695,1
7695,17874,5
17874,5395,5
5395,18432,1
18432,19178,3
19178,12897,1
12897,18011,5
18011,11337,1
11337,7785,5
7785,14673,4
14673,6988,3
6988,9693,5
9693,4309,1
4309,1646,1
1646,19094,3
19094,14263,5
14263,18652,5
18652,18467,1
18467,379,4
379,16721,3
16721,15517,1
15517,17562,5
17562,3050,1
3050,18102,5
18102,6968,2
6968,17085,3
17085,14598,2
14598,16926,4
16926,16776,4
16776,7091,4
7091,8620,1
8620,1391,1
1391,15420,5
15420,19901,1
19901,8474,4
8474,4272,5
4272,8281,1
8281,12835,4
12835,6943,1
6943,16938,2
16938,8762,5
8762,13839,2
13839,4953,3
4953,12452,3
12452,19781,1
19781,17402,1
17402,5701,4
5701,19990,5
19990,957,1
957,984,4
984,9838,2
9838,15466,1
15466,3120,4
3120,17042,5
17042,16968,1
16968,14316,5
14316,12997,4
12997,9784,4
9784,11005,4
11005,11384,4
11384,11355,3
11355,16376,4
16376,13778,2
13778,18693,3
18693,8869,4
8869,13135,3
13135,3886,1
3886,9400,1
9400,737,2
737,11699,4
11699,17819,3
17819,9863,1
9863,6799,3
6799,2035,2
2035,9590,5
9590,2826,4
2826,19786,1
19786,6324,4
6324,10326,3
10326,2141,3
2141,19398,1
19398,5187,5
5187,10089,3
10089,6790,1
6790,16238,1
16238,1205,2
1205,19670,4
19670,14565,5
14565,16853,5
16853,9636,3
9636,19162,3
19162,7964,4
7964,17068,2
17068,7797,4
7797,18026,4
18026,727,2
727,13647,5
13647,9907,3
9907,3102,5
3102,12087,1
12087,19423,5
19423,15509,4
15509,9833,1
9833,10099,1
10099,650,3
650,15857,3
15857,13639,5
13639,1057,2
1057,10031,1
10031,6948,1
6948,2392,5
2392,615,5
615,217,1
217,17442,4
17442,12917,1
12917,2934,1
2934,15227,2
15227,19538,2
19538,8734,1
8734,12330,1
12330,12800,2
12800,2102,2
2102,13348,1
13348,11785,2
11785,10255,1
10255,17896,3
17896,6124,1
6124,4376,2
4376,12337,2
12337,8223,5
8223,12406,1
12406,6543,1
6543,8623,1
8623,13038,3
13038,7228,5
7228,10165,4
10165,3370,5
3370,19022,2
19022,3330,3
3330,14308,1
14308,6331,5
6331,17072,3
17072,13622,1
13622,2951,1
2951,9670,2
9670,15772,1
15772,14451,1
14451,10423,3
10423,2797,5
2797,11633,5
11633,13411,4
13411,15678,5
15678,9361,1
9361,8600,1
8600,6842,5
6842,2255,1
2255,13422,4
13422,8598,5
8598,17246,2
17246,5908,4
5908,1126,2
1126,9428,2
9428,14641,4
14641,14447,5
14447,7989,2
7989,6182,3
6182,17151,1
17151,4294,1
4294,10810,5
10810,1589,2
1589,10588,1
10588,2812,1
2812,10574,1
10574,4060,4
4060,14413,1
14413,17805,5
17805,7319,4
7319,15090,5
15090,16876,3
16876,9000,2
9000,8085,2
8085,13264,5
13264,1854,3
1854,19400,3
19400,2650,1
2650,7749,1
7749,634,4
634,4321,1
4321,1873,3
1873,17165,2
17165,16910,3
16910,1855,1
1855,2577,2
2577,8088,5
8088,3200,5
3200,12681,1
12681,18231,1
18231,3267,4
3267,12525,5
12525,4770,2
4770,6430,1
6430,16918,3
16918,2198,2
2198,2029,3
2029,12490,2
12490,12787,2
12787,10353,2
10353,10151,1
10151,19442,4
19442,1679,2
1679,6729,3
6729,17339,1
17339,2455,1
2455,18875,1
18875,435,1
435,15200,2
15200,16585,5
16585,12550,1
12550,14682,5
14682,3662,1
3662,5212,4
5212,5872,1
5872,17586,1
17586,16044,4
16044,7078,3
7078,154,1
154,14807,3
14807,14608,1
14608,14185,5
14185,5165,1
5165,6502,2
6502,6951,1
6951,9842,2
9842,13852,5
13852,12328,5
12328,3812,1
3812,3524,2
3524,1834,1
1834,12856,3
12856,19314,1
19314,6227,5
6227,8860,1
8860,12690,1
12690,9115,1
9115,1826,2
1826,843,4
843,18909,4
18909,16094,3
16094,16507,2
16507,6561,2
6561,11199,5
11199,9599,2
9599,7641,1
7641,16515,1
16515,17047,3
17047,1831,3
1831,14231,1
14231,6311,5
6311,2717,5
2717,6105,4
6105,9692,2
9692,12079,1
12079,7889,1
7889,18248,3
18248,7622,5
7622,7718,5
7718,16148,1
16148,8725,4
8725,11963,4
11963,13308,3
13308,12347,4
12347,18032,5
18032,4627,5
4627,8393,1
8393,6588,3
6588,12199,3
12199,19381,4
19381,18173,1
18173,15630,4
15630,19792,2
19792,16424,4
16424,3101,1
3101,2869,2
2869,1479,5
1479,3002,1
3002,13274,3
13274,2222,4
2222,1586,3
1586,16607,1
16607,2445,2
2445,11270,5
11270,18304,1
18304,9405,1
9405,11853,2
11853,7899,2
7899,19916,5
19916,2802,5
2802,16851,4
16851,6097,1
6097,2295,1
2295,16601,4
16601,16991,5
16991,4107,3
4107,14264,4
14264,15515,4
15515,3854,4
3854,17337,5
17337,18585,1
18585,15505,1
15505,19590,5
19590,12890,1
12890,19630,1
19630,13400,5
13400,19242,1
19242,6915,2
6915,5627,1
5627,19938,2
19938,17299,4
17299,8667,2
8667,6453,2
6453,7318,3
7318,4051,3
4051,4584,3
4584,2960,4
2960,12175,1
12175,7008,1
7008,10455,5
10455,14426,2
14426,6281,5
6281,18969,2
18969,19956,4
19956,12351,2
12351,12219,4
12219,5621,1
5621,16966,2
16966,8739,1
8739,11937,3
11937,8958,1
8958,16788,3
16788,14250,1
14250,4215,4
4215,13255,3
13255,19254,5
19254,15915,4
15915,1408,1
1408,11190,3
11190,9056,1
9056,7514,1
7514,7049,4
7049,15570,3
15570,5023,1
5023,14114,4
14114,6386,5
6386,19996,3
19996,8527,1
8527,6891,1
6891,2974,1
2974,365,1
365,10636,5
10636,17585,4
17585,11614,3
11614,7329,2
7329,4642,2
4642,13580,1
13580,19186,1
19186,3969,4
3969,15928,1
15928,8451,3
8451,10104,1
10104,4696,3
4696,18623,1
18623,6467,2
6467,12984,1
12984,18907,3
18907,14590,5
14590,8998,2
8998,14622,5
14622,15698,2
15698,4210,4
4210,14739,2
14739,9607,4
9607,2571,5
2571,5315,1
5315,1307,4
1307,11189,5
11189,4034,1
4034,18034,1
18034,5749,2
5749,3342,1
3342,16447,1
16447,16259,3
16259,2803,5
2803,14973,5
14973,9027,2
9027,9157,1
9157,14699,1
14699,19808,1
19808,4102,1
4102,17346,2
17346,11253,1
11253,3060,1
3060,8660,1
8660,4171,1
4171,19294,1
19294,2449,5
2449,1370,1
1370,3951,4
3951,7009,1
7009,14273,1
14273,11807,5
11807,6640,1
6640,12702,1
12702,5329,1
5329,10473,1
10473,7165,3
7165,9257,4
9257,10491,3
10491,8233,2
8233,14325,1
14325,8019,4
8019,15802,2
15802,11821,5
11821,1432,3
1432,15534,3
15534,9817,1
9817,2140,2
2140,5638,2
5638,8129,1
8129,17936,4
17936,16356,5
16356,9264,2
9264,5342,1
5342,6861,3
6861,2399,4
2399,17521,2
17521,16240,3
16240,15370,2
15370,8601,1
8601,6613,1
6613,3867,1
3867,7548,5
7548,7966,3
7966,3589,2
3589,13814,4
13814,13716,1
13716,7529,4
7529,1922,5
1922,15586,4
15586,14406,1
14406,17062,1
17062,3705,3
3705,5657,1
5657,16411,2
16411,9860,1
9860,2068,1
2068,6610,4
6610,18595,2
18595,7962,4
7962,14287,4
14287,13453,1
13453,12418,3
12418,11372,4
11372,15311,1
15311,16479,3
16479,12804,3
12804,9691,1
9691,9638,3
9638,18959,3
18959,19390,2
19390,4433,3
4433,10559,3
10559,2395,5
2395,19076,3
19076,1728,1
1728,12457,3
12457,9222,1
9222,12129,4
12129,5159,2
5159,3675,1
3675,11195,3
11195,18843,1
18843,6742,3
6742,15497,1
15497,9826,4
9826,15003,1
15003,13531,1
13531,410,2
410,6265,1
6265,14463,2
14463,1075,2
1075,18891,1
18891,10529,3
10529,14722,1
14722,10294,2
10294,6069,1
6069,6859,1
6859,11067,3
11067,11610,4
11610,5322,5
5322,19240,4
19240,15737,2
15737,13696,2
13696,1197,4
1197,13952,1
13952,16512,4
16512,4086,1
4086,2180,1
2180,519,1
519,5653,4
5653,15266,2
15266,9009,4
9009,4541,2
4541,187,2
187,1109,3
1109,1309,2
1309,10911,1
10911,2204,5
2204,5233,5
5233,12191,2
12191,19985,4
19985,16417,4
16417,15873,1
15873,18904,3
18904,5492,2
5492,18992,5
18992,12866,3
12866,5163,4
5163,3045,3
3045,5636,3
5636,10991,1
10991,10592,1
10592,3458,1
3458,19000,3
19000,15735,4
15735,14809,3
14809,6099,3
6099,2200,1
2200,11570,2
11570,4033,3
4033,2782,5
2782,13391,3
13391,2462,3
2462,19045,5
19045,18596,2
18596,7061,1
7061,17849,5
17849,12739,1
12739,5933,2
5933,18326,1
18326,9403,4
9403,12398,1
12398,11954,4
11954,1276,1
1276,6711,1
6711,7273,5
7273,13266,3
13266,18591,2
18591,7336,1
7336,18991,1
18991,1178,4
1178,14304,1
14304,8608,1
8608,12413,4
12413,13384,3
13384,11577,1
11577,6223,1
6223,6,1
6,13435,3
13435,10868,1
10868,10744,1
10744,10993,2
10993,12813,5
12813,12450,1
12450,4921,3
4921,17329,3
17329,1080,3
1080,6937,4
6937,11961,2
11961,2264,3
2264,15477,1
15477,19358,4
19358,10439,1
10439,6822,1
6822,18831,4
18831,14560,1
14560,8407,3
8407,14266,1
14266,2556,5
2556,13359,2
13359,4103,1
4103,16353,2
16353,16860,5
16860,16514,4
16514,12029,3
12029,1720,1
1720,441,5
441,16746,1
16746,7495,2
7495,1475,5
1475,7286,4
7286,4316,1
4316,3145,3
3145,10409,5
10409,14069,1
14069,15690,4
15690,12280,3
12280,2933,1
2933,96,2
96,15679,2
15679,3339,1
3339,10034,3
10034,8722,1
8722,6264,2
6264,14190,5
14190,18695,4
18695,11574,3
11574,8002,1
8002,4065,3
4065,18067,1
18067,14782,3
14782,668,1
668,10622,1
10622,10545,2
10545,7406,5
7406,9980,4
9980,3061,1
3061,16002,4
16002,6226,3
6226,10970,5
10970,18688,2
18688,19863,1
19863,11857,1
11857,9843,5
9843,9406,5
9406,12903,1
12903,10375,1
10375,11641,1
11641,3904,3
3904,11296,2
11296,3760,5
3760,11675,5
11675,12465,1
12465,9364,2
9364,1176,1
1176,12937,1
12937,9483,2
9483,1510,1
1510,584,2
584,17464,3
17464,14317,1
14317,17456,5
17456,1662,1
1662,10709,1
10709,13621,1
13621,11133,1
11133,9883,3
9883,10245,1
10245,15220,3
15220,16867,1
16867,3517,1
3517,8877,2
8877,8116,5
8116,12964,4
12964,11700,1
11700,8357,5
8357,3970,4
3970,5524,1
5524,4299,2
4299,18413,3
18413,7906,1
7906,14658,5
14658,3537,2
3537,18340,2
18340,2153,1
2153,9334,1
9334,13973,1
13973,12217,5
12217,10846,5
10846,1237,4
1237,7912,5
7912,15667,3
15667,9831,1
9831,6455,4
6455,9271,5
9271,17723,5
17723,5787,3
5787,14283,5
14283,6104,3
6104,16560,4
16560,842,4
842,19550,1
19550,19180,5
19180,10826,2
10826,18372,2
18372,17071,1
17071,3892,1
3892,3388,3
3388,8158,2
8158,18076,1
18076,10879,3
10879,7215,1
7215,139,1
139,9181,4
9181,4744,1
4744,4755,4
4755,12289,1
12289,11000,2
11000,3275,5
3275,18525,1
18525,8615,2
8615,15758,1
15758,13902,5
13902,15332,4
